,cdate,acode,aname,scode,sname,fdust,ufdust,ozone,nd,cm,sagas,ufsquare,Sum,AVGfdust,AVGufdust,AVGozone,AVGnd,AVGcm,AVGsgas,SDfdus,SDufdust,SDozone,SDnd,SDcm,SDsgas
7050,20181212,102,동북권,111311,노원구,46,23,0.02,0.021,0.5,0.006,529,69.547,,,,,,,,,,,,
7051,20181212,102,동북권,111291,강북구,41,21,0.029,0.016,0.5,0.004,441,62.549,,,,,,,,,,,,
7052,20181212,102,동북권,111171,도봉구,38,21,0.027,0.014,0.9,0.004,441,59.945,,,,,,,,,,,,
7053,20181212,102,동북권,111161,성북구,44,18,0.019,0.028,0.5,0.004,324,62.551,,,,,,,,,,,,
7054,20181212,102,동북권,111152,동대문구,45,30,0.017,0.026,0.7,0.008,900,75.751,,,,,,,,,,,,
7055,20181212,102,동북권,111151,중랑구,41,21,0.016,0.025,0.6,0.007,441,62.648,,,,,,,,,,,,
7056,20181212,102,동북권,111142,성동구,52,23,0.011,0.029,0.4,0.005,529,75.445,,,,,,,,,,,,
7057,20181212,102,동북권,111141,광진구,47,21,0.011,0.03,0.6,0.004,441,68.645,,,,,,,,,,,,
7058,20181212,101,서북권,111201,마포구,51,20,0.015,0.021,0.5,0.004,400,71.54,,,,,,,,,,,,
7059,20181212,101,서북권,111191,서대문구,51,27,0.015,0.025,0.6,0.007,729,78.647,,,,,,,,,,,,
7060,20181212,101,서북권,111181,은평구,51,31,0.02,0.025,0.9,0.006,961,82.951,,,,,,,,,,,,
7061,20181212,100,도심권,111131,용산구,40,25,0.013,0.035,0.6,0.004,625,65.652,,,,,,,,,,,,
7062,20181212,100,도심권,111123,종로구,47,23,0.017,0.027,0.6,0.004,529,70.648,,,,,,,,,,,,
7063,20181213,100,도심권,111121,중구,41,28,0.018,0.032,0.6,0.004,784,69.654,,,,,,,,,,,,
7064,20181213,104,동남권,111274,강동구,42,26,0.011,0.038,0.6,0.005,676,68.654,,,,,,,,,,,,
7065,20181213,104,동남권,111273,송파구,43,28,0.009,0.041,0.6,0.004,784,71.654,,,,,,,,,,,,
7066,20181213,104,동남권,111262,서초구,37,20,0.018,0.028,0.3,0.004,400,57.35,,,,,,,,,,,,
7067,20181213,104,동남권,111261,강남구,36,21,0.012,0.028,0.6,0.005,441,57.645,,,,,,,,,,,,
7068,20181213,103,서남권,111301,양천구,41,25,0.011,0.038,0.6,0.003,625,66.652,,,,,,,,,,,,
7069,20181213,103,서남권,111281,금천구,41,30,0.014,0.035,0.6,0.004,900,71.653,,,,,,,,,,,,
7070,20181213,103,서남권,111251,관악구,44,32,0.014,0.037,0.5,0.005,1024,76.556,,,,,,,,,,,,
7071,20181213,103,서남권,111241,동작구,44,24,0.015,0.035,0.5,0.004,576,68.554,,,,,,,,,,,,
7072,20181213,103,서남권,111231,영등포구,45,22,0.027,0.024,0.5,0.005,484,67.556,,,,,,,,,,,,
7073,20181213,103,서남권,111221,구로구,39,22,0.014,0.031,0.4,0.006,484,61.451,,,,,,,,,,,,
7074,20181213,103,서남권,111212,강서구,44,23,0.015,0.034,0.6,0.005,529,67.654,,,,,,,,,,,,
7075,20181213,102,동북권,111311,노원구,38,23,0.012,0.034,0.6,0.006,529,61.652,,,,,,,,,,,,
7076,20181213,102,동북권,111291,강북구,43,26,0.017,0.03,0.6,0.003,676,69.65,,,,,,,,,,,,
7077,20181213,102,동북권,111171,도봉구,35,24,0.018,0.024,0.9,0.004,576,59.946,,,,,,,,,,,,
7078,20181213,102,동북권,111161,성북구,39,20,0.016,0.034,0.6,0.004,400,59.654,,,,,,,,,,,,
7079,20181213,102,동북권,111152,동대문구,40,30,0.014,0.033,0.7,0.008,900,70.755,,,,,,,,,,,,
7080,20181213,102,동북권,111151,중랑구,36,23,0.013,0.028,0.6,0.006,529,59.647,,,,,,,,,,,,
7081,20181213,102,동북권,111142,성동구,38,21,0.011,0.031,0.4,0.006,441,59.448,,,,,,,,,,,,
7082,20181213,102,동북권,111141,광진구,37,20,0.009,0.034,0.6,0.004,400,57.647,,,,,,,,,,,,
7083,20181213,101,서북권,111201,마포구,45,24,0.014,0.023,0.5,0.004,576,69.541,,,,,,,,,,,,
7084,20181213,101,서북권,111191,서대문구,41,27,0.014,0.029,0.7,0.007,729,68.75,,,,,,,,,,,,
7085,20181213,101,서북권,111181,은평구,44,30,0.02,0.027,0.8,0.006,900,74.853,,,,,,,,,,,,
7086,20181213,100,도심권,111131,용산구,34,26,0.013,0.035,0.5,0.004,676,60.552,,,,,,,,,,,,
7087,20181213,100,도심권,111123,종로구,40,24,0.015,0.034,0.7,0.004,576,64.753,,,,,,,,,,,,
7088,20181214,102,동북권,111291,강북구,29,17,0.02,0.022,0.5,0.003,289,46.545,,,,,,,,,,,,
7089,20181214,104,동남권,111274,강동구,36,21,0.008,0.038,0.6,0.005,441,57.651,,,,,,,,,,,,
7090,20181214,104,동남권,111273,송파구,36,18,0.008,0.04,0.6,0.004,324,54.652,,,,,,,,,,,,
7091,20181214,104,동남권,111262,서초구,27,10,0.014,0.031,0.2,0.004,100,37.249,,,,,,,,,,,,
7092,20181214,104,동남권,111261,강남구,29,14,0.01,0.027,0.5,0.005,196,43.542,,,,,,,,,,,,
7093,20181214,103,서남권,111301,양천구,32,17,0.011,0.034,0.5,0.003,289,49.548,,,,,,,,,,,,
7094,20181214,103,서남권,111281,금천구,32,21,0.01,0.036,0.5,0.004,441,53.55,,,,,,,,,,,,
7095,20181214,103,서남권,111251,관악구,34,20,0.011,0.038,0.4,0.004,400,54.453,,,,,,,,,,,,
7096,20181214,103,서남권,111241,동작구,34,16,0.009,0.038,0.5,0.003,256,50.55,,,,,,,,,,,,
7097,20181214,103,서남권,111231,영등포구,36,17,0.014,0.023,0.5,0.005,289,53.542,,,,,,,,,,,,
7098,20181214,103,서남권,111221,구로구,30,11,0.013,0.03,0.3,0.005,121,41.348,,,,,,,,,,,,
7099,20181214,103,서남권,111212,강서구,34,16,0.014,0.03,0.5,0.005,256,50.549,,,,,,,,,,,,
7100,20181214,102,동북권,111311,노원구,34,18,0.011,0.031,0.5,0.006,324,52.548,,,,,,,,,,,,
7101,20181214,102,동북권,111171,도봉구,28,18,0.014,0.023,0.9,0.004,324,46.941,,,,,,,,,,,,
7102,20181214,102,동북권,111161,성북구,33,15,0.012,0.034,0.5,0.004,225,48.55,,,,,,,,,,,,
7103,20181214,102,동북권,111152,동대문구,28,19,0.014,0.028,0.6,0.007,361,47.649,,,,,,,,,,,,
7104,20181214,102,동북권,111151,중랑구,30,16,0.01,0.029,0.6,0.006,256,46.645,,,,,,,,,,,,
7105,20181214,102,동북권,111142,성동구,32,16,0.009,0.029,0.3,0.005,256,48.343,,,,,,,,,,,,
7106,20181214,102,동북권,111141,광진구,31,13,0.007,0.035,0.6,0.004,169,44.646,,,,,,,,,,,,
7107,20181214,101,서북권,111201,마포구,34,12,0.011,0.022,0.4,0.004,144,46.437,,,,,,,,,,,,
7108,20181214,101,서북권,111191,서대문구,32,19,0.013,0.025,0.8,0.008,361,51.846,,,,,,,,,,,,
7109,20181214,101,서북권,111181,은평구,29,19,0.016,0.025,0.8,0.005,361,48.846,,,,,,,,,,,,
7110,20181214,100,도심권,111131,용산구,25,16,0.009,0.035,0.5,0.003,256,41.547,,,,,,,,,,,,
7111,20181214,100,도심권,111123,종로구,31,17,0.014,0.028,0.5,0.003,289,48.545,,,,,,,,,,,,
7112,20181214,100,도심권,111121,중구,30,19,0.017,0.027,0.4,0.003,361,49.447,,,,,,,,,,,,
7113,20181215,102,동북권,111311,노원구,58,38,0.004,0.05,0.9,0.006,1444,96.96,,,,,,,,,,,,
7114,20181215,104,동남권,111274,강동구,51,33,0.004,0.047,0.7,0.005,1089,84.756,,,,,,,,,,,,
7115,20181215,104,동남권,111273,송파구,54,35,0.004,0.051,0.8,0.004,1225,89.859,,,,,,,,,,,,
7116,20181215,104,동남권,111262,서초구,49,29,0.004,0.042,0.6,0.004,841,78.65,,,,,,,,,,,,
7117,20181215,104,동남권,111261,강남구,49,31,0.003,0.043,0.7,0.005,961,80.751,,,,,,,,,,,,
7118,20181215,103,서남권,111301,양천구,56,36,0.003,0.058,1,0.003,1296,93.064,,,,,,,,,,,,
7119,20181215,103,서남권,111281,금천구,50,38,0.004,0.058,0.9,0.005,1444,88.967,,,,,,,,,,,,
7120,20181215,103,서남권,111251,관악구,58,42,0.005,0.063,0.9,0.005,1764,100.973,,,,,,,,,,,,
7121,20181215,103,서남권,111241,동작구,54,30,0.004,0.058,0.9,0.004,900,84.966,,,,,,,,,,,,
7122,20181215,103,서남권,111231,영등포구,60,45,0.007,0.03,0.9,0.005,2025,105.942,,,,,,,,,,,,
7123,20181215,103,서남권,111221,구로구,59,35,0.003,0.049,0.6,0.006,1225,94.658,,,,,,,,,,,,
7124,20181215,103,서남권,111212,강서구,69,36,0.004,0.054,0.9,0.006,1296,105.964,,,,,,,,,,,,
7125,20181215,102,동북권,111291,강북구,55,37,0.008,0.041,0.8,0.003,1369,92.852,,,,,,,,,,,,
7126,20181215,102,동북권,111171,도봉구,62,47,0.005,0.04,1,0.005,2209,110.05,,,,,,,,,,,,
7127,20181215,102,동북권,111161,성북구,60,34,0.004,0.053,1,0.004,1156,95.061,,,,,,,,,,,,
7128,20181215,102,동북권,111152,동대문구,57,50,0.004,0.051,0.9,0.008,2500,107.963,,,,,,,,,,,,
7129,20181215,102,동북권,111151,중랑구,47,30,0.007,0.036,0.7,0.007,900,77.75,,,,,,,,,,,,
7130,20181215,102,동북권,111142,성동구,54,32,0.004,0.043,0.6,0.006,1024,86.653,,,,,,,,,,,,
7131,20181215,102,동북권,111141,광진구,48,28,0.003,0.043,0.8,0.004,784,76.85,,,,,,,,,,,,
7132,20181215,101,서북권,111201,마포구,62,30,0.004,0.038,0.8,0.004,900,92.846,,,,,,,,,,,,
7133,20181215,101,서북권,111191,서대문구,55,40,0.005,0.042,1,0.009,1600,96.056,,,,,,,,,,,,
7134,20181215,101,서북권,111181,은평구,54,37,0.007,0.044,1.1,0.005,1369,92.156,,,,,,,,,,,,
7135,20181215,100,도심권,111131,용산구,46,38,0.004,0.05,0.8,0.003,1444,84.857,,,,,,,,,,,,
7136,20181215,100,도심권,111123,종로구,55,36,0.004,0.053,0.9,0.005,1296,91.962,,,,,,,,,,,,
7137,20181215,100,도심권,111121,중구,57,41,0.004,0.051,0.8,0.004,1681,98.859,,,,,,,,,,,,
7138,20181216,100,도심권,111131,용산구,49,44,0.002,0.052,0.8,0.003,1936,93.857,,,,,,,,,,,,
7139,20181216,104,동남권,111274,강동구,53,40,0.003,0.046,0.7,0.006,1600,93.755,,,,,,,,,,,,
7140,20181216,104,동남권,111273,송파구,54,41,0.003,0.051,0.8,0.004,1681,95.858,,,,,,,,,,,,
7141,20181216,104,동남권,111262,서초구,53,35,0.003,0.042,0.7,0.004,1225,88.749,,,,,,,,,,,,
7142,20181216,104,동남권,111261,강남구,51,36,0.003,0.042,0.7,0.006,1296,87.751,,,,,,,,,,,,
7143,20181216,103,서남권,111301,양천구,52,35,0.003,0.059,0.9,0.003,1225,87.965,,,,,,,,,,,,
7144,20181216,103,서남권,111281,금천구,50,41,0.004,0.057,0.9,0.005,1681,91.966,,,,,,,,,,,,
7145,20181216,103,서남권,111251,관악구,58,46,0.004,0.062,0.9,0.004,2116,104.97,,,,,,,,,,,,
7146,20181216,103,서남권,111241,동작구,56,33,0.004,0.06,0.9,0.004,1089,89.968,,,,,,,,,,,,
7147,20181216,103,서남권,111231,영등포구,58,49,0.007,0.032,0.9,0.005,2401,107.944,,,,,,,,,,,,
7148,20181216,103,서남권,111221,구로구,54,36,0.003,0.048,0.6,0.006,1296,90.657,,,,,,,,,,,,
7149,20181216,103,서남권,111212,강서구,57,35,0.003,0.057,0.9,0.005,1225,92.965,,,,,,,,,,,,
7150,20181216,100,도심권,111123,종로구,56,40,0.003,0.057,1,0.005,1600,97.065,,,,,,,,,,,,
7151,20181216,102,동북권,111311,노원구,56,38,0.003,0.051,0.9,0.006,1444,94.96,,,,,,,,,,,,
7152,20181216,100,도심권,111121,중구,59,46,0.003,0.055,0.9,0.004,2116,105.962,,,,,,,,,,,,
7153,20181216,102,동북권,111291,강북구,60,45,0.003,0.052,0.9,0.003,2025,105.958,,,,,,,,,,,,
7154,20181216,102,동북권,111171,도봉구,55,44,0.003,0.042,1,0.004,1936,100.049,,,,,,,,,,,,
7155,20181216,102,동북권,111161,성북구,52,33,0.003,0.054,1,0.004,1089,86.061,,,,,,,,,,,,
7156,20181216,102,동북권,111152,동대문구,59,54,0.003,0.052,1,0.008,2916,114.063,,,,,,,,,,,,
7157,20181216,102,동북권,111151,중랑구,49,35,0.003,0.04,0.7,0.007,1225,84.75,,,,,,,,,,,,
7158,20181216,102,동북권,111142,성동구,48,32,0.003,0.044,0.6,0.006,1024,80.653,,,,,,,,,,,,
7159,20181216,102,동북권,111141,광진구,50,34,0.002,0.045,0.9,0.004,1156,84.951,,,,,,,,,,,,
7160,20181216,101,서북권,111201,마포구,62,36,0.003,0.04,0.9,0.004,1296,98.947,,,,,,,,,,,,
7161,20181216,101,서북권,111191,서대문구,55,46,0.003,0.045,0.8,0.008,2116,101.856,,,,,,,,,,,,
7162,20181216,101,서북권,111181,은평구,52,46,0.005,0.047,1.2,0.005,2116,99.257,,,,,,,,,,,,
7163,20181217,102,동북권,111311,노원구,71,45,0.011,0.038,0.9,0.007,2025,116.956,,,,,,,,,,,,
7164,20181217,104,동남권,111274,강동구,73,50,0.008,0.043,0.8,0.007,2500,123.858,,,,,,,,,,,,
7165,20181217,104,동남권,111273,송파구,75,53,0.008,0.045,0.8,0.005,2809,128.858,,,,,,,,,,,,
7166,20181217,104,동남권,111262,서초구,75,48,0.011,0.034,0.5,0.005,2304,123.55,,,,,,,,,,,,
7167,20181217,104,동남권,111261,강남구,74,46,0.008,0.035,0.8,0.006,2116,120.849,,,,,,,,,,,,
7168,20181217,103,서남권,111301,양천구,77,49,0.009,0.042,0.9,0.003,2401,126.954,,,,,,,,,,,,
7169,20181217,103,서남권,111281,금천구,78,54,0.01,0.041,0.8,0.006,2916,132.857,,,,,,,,,,,,
7170,20181217,103,서남권,111251,관악구,87,60,0.011,0.041,0.7,0.006,3600,147.758,,,,,,,,,,,,
7171,20181217,103,서남권,111241,동작구,82,45,0.013,0.042,0.8,0.005,2025,127.86,,,,,,,,,,,,
7172,20181217,103,서남권,111231,영등포구,84,64,0.009,0.029,0.8,0.005,4096,148.843,,,,,,,,,,,,
7173,20181217,103,서남권,111221,구로구,84,50,0.01,0.036,0.5,0.007,2500,134.553,,,,,,,,,,,,
7174,20181217,103,서남권,111212,강서구,81,48,0.01,0.039,0.8,0.007,2304,129.856,,,,,,,,,,,,
7175,20181217,102,동북권,111291,강북구,76,49,0.023,0.028,0.8,0.005,2401,125.856,,,,,,,,,,,,
7176,20181217,102,동북권,111171,도봉구,73,52,0.019,0.023,0.9,0.006,2704,125.948,,,,,,,,,,,,
7177,20181217,102,동북권,111161,성북구,69,37,0.015,0.036,0.8,0.005,1369,106.856,,,,,,,,,,,,
7178,20181217,102,동북권,111152,동대문구,77,61,0.012,0.034,0.9,0.009,3721,138.955,,,,,,,,,,,,
7179,20181217,102,동북권,111151,중랑구,72,50,0.01,0.033,0.8,0.007,2500,122.85,,,,,,,,,,,,
7180,20181217,102,동북권,111142,성동구,70,42,0.008,0.032,0.5,0.006,1764,112.546,,,,,,,,,,,,
7181,20181217,102,동북권,111141,광진구,70,43,0.008,0.038,1,0.005,1849,114.051,,,,,,,,,,,,
7182,20181217,101,서북권,111201,마포구,85,45,0.006,0.031,0.8,0.003,2025,130.84,,,,,,,,,,,,
7183,20181217,101,서북권,111191,서대문구,81,60,0.01,0.033,0.8,0.008,3600,141.851,,,,,,,,,,,,
7184,20181217,101,서북권,111181,은평구,81,58,0.013,0.032,1.1,0.007,3364,140.152,,,,,,,,,,,,
7185,20181217,100,도심권,111131,용산구,72,54,0.007,0.042,0.8,0.004,2916,126.853,,,,,,,,,,,,
7186,20181217,100,도심권,111123,종로구,74,47,0.011,0.04,0.9,0.005,2209,121.956,,,,,,,,,,,,
7187,20181217,100,도심권,111121,중구,76,53,0.011,0.041,0.8,0.005,2809,129.857,,,,,,,,,,,,
7188,20181218,100,도심권,111121,중구,47,28,0.008,0.052,0.8,0.005,784,75.865,,,,,,,,,,,,
7189,20181218,104,동남권,111274,강동구,49,32,0.007,0.05,0.8,0.007,1024,81.864,,,,,,,,,,,,
7190,20181218,104,동남권,111273,송파구,48,29,0.006,0.051,0.8,0.004,841,77.861,,,,,,,,,,,,
7191,20181218,104,동남권,111262,서초구,44,21,0.01,0.037,0.6,0.005,441,65.652,,,,,,,,,,,,
7192,20181218,104,동남권,111261,강남구,43,26,0.008,0.04,0.7,0.007,676,69.755,,,,,,,,,,,,
7193,20181218,103,서남권,111301,양천구,45,25,0.008,0.055,0.9,0.003,625,70.966,,,,,,,,,,,,
7194,20181218,103,서남권,111281,금천구,41,27,0.01,0.047,0.7,0.005,729,68.762,,,,,,,,,,,,
7195,20181218,103,서남권,111251,관악구,52,29,0.01,0.054,0.7,0.005,841,81.769,,,,,,,,,,,,
7196,20181218,103,서남권,111241,동작구,40,18,0.012,0.047,0.6,0.004,324,58.663,,,,,,,,,,,,
7197,20181218,103,서남권,111231,영등포구,56,36,0.006,0.032,0.9,0.005,1296,92.943,,,,,,,,,,,,
7198,20181218,103,서남권,111221,구로구,49,24,0.009,0.044,0.6,0.007,576,73.66,,,,,,,,,,,,
7199,20181218,103,서남권,111212,강서구,52,26,0.009,0.055,0.9,0.007,676,78.971,,,,,,,,,,,,
7200,20181218,102,동북권,111311,노원구,48,28,0.005,0.055,1,0.007,784,77.067,,,,,,,,,,,,
7201,20181218,102,동북권,111291,강북구,41,22,0.013,0.038,0.7,0.004,484,63.755,,,,,,,,,,,,
7202,20181218,102,동북권,111171,도봉구,42,27,0.01,0.039,1,0.005,729,70.054,,,,,,,,,,,,
7203,20181218,102,동북권,111161,성북구,42,20,0.007,0.054,1,0.005,400,63.066,,,,,,,,,,,,
7204,20181218,102,동북권,111152,동대문구,43,32,0.008,0.047,0.9,0.008,1024,75.963,,,,,,,,,,,,
7205,20181218,102,동북권,111151,중랑구,37,26,0.007,0.039,0.8,0.007,676,63.853,,,,,,,,,,,,
7206,20181218,102,동북권,111142,성동구,47,22,0.006,0.043,0.5,0.006,484,69.555,,,,,,,,,,,,
7207,20181218,102,동북권,111141,광진구,44,21,0.006,0.043,0.9,0.005,441,65.954,,,,,,,,,,,,
7208,20181218,101,서북권,111201,마포구,57,26,0.006,0.038,0.8,0.002,676,83.846,,,,,,,,,,,,
7209,20181218,101,서북권,111191,서대문구,46,29,0.008,0.041,0.9,0.01,841,75.959,,,,,,,,,,,,
7210,20181218,101,서북권,111181,은평구,44,24,0.012,0.04,0.7,0.006,576,68.758,,,,,,,,,,,,
7211,20181218,100,도심권,111131,용산구,38,26,0.007,0.048,0.8,0.003,676,64.858,,,,,,,,,,,,
7212,20181218,100,도심권,111123,종로구,44,24,0.006,0.055,1,0.005,576,69.066,,,,,,,,,,,,
7213,20181219,102,동북권,111291,강북구,52,29,0.014,0.038,0.8,0.004,841,81.856,,,,,,,,,,,,
7214,20181219,104,동남권,111274,강동구,52,35,0.006,0.055,0.9,0.007,1225,87.968,,,,,,,,,,,,
7215,20181219,104,동남권,111273,송파구,59,34,0.006,0.053,0.8,0.005,1156,93.864,,,,,,,,,,,,
7216,20181219,104,동남권,111262,서초구,53,28,0.009,0.04,0.5,0.005,784,81.554,,,,,,,,,,,,
7217,20181219,104,동남권,111261,강남구,51,38,0.007,0.042,0.7,0.006,1444,89.755,,,,,,,,,,,,
7218,20181219,103,서남권,111301,양천구,51,29,0.007,0.052,0.8,0.003,841,80.862,,,,,,,,,,,,
7219,20181219,103,서남권,111281,금천구,55,36,0.006,0.052,0.8,0.006,1296,91.864,,,,,,,,,,,,
7220,20181219,103,서남권,111251,관악구,64,39,0.009,0.054,0.7,0.006,1521,103.769,,,,,,,,,,,,
7221,20181219,103,서남권,111241,동작구,57,30,0.01,0.05,0.7,0.004,900,87.764,,,,,,,,,,,,
7222,20181219,103,서남권,111231,영등포구,60,39,0.005,0.033,0.9,0.005,1521,99.943,,,,,,,,,,,,
7223,20181219,103,서남권,111221,구로구,59,30,0.008,0.044,0.5,0.008,900,89.56,,,,,,,,,,,,
7224,20181219,103,서남권,111212,강서구,57,28,0.008,0.052,0.9,0.008,784,85.968,,,,,,,,,,,,
7225,20181219,102,동북권,111311,노원구,49,32,0.009,0.051,1,0.007,1024,82.067,,,,,,,,,,,,
7226,20181219,102,동북권,111171,도봉구,41,26,0.014,0.035,0.9,0.005,676,67.954,,,,,,,,,,,,
7227,20181219,102,동북권,111161,성북구,47,23,0.008,0.055,1,0.005,529,71.068,,,,,,,,,,,,
7228,20181219,102,동북권,111152,동대문구,48,36,0.009,0.052,1.1,0.009,1296,85.17,,,,,,,,,,,,
7229,20181219,102,동북권,111151,중랑구,46,33,0.008,0.042,0.9,0.008,1089,79.958,,,,,,,,,,,,
7230,20181219,102,동북권,111142,성동구,49,25,0.006,0.044,0.6,0.006,625,74.656,,,,,,,,,,,,
7231,20181219,102,동북권,111141,광진구,53,27,0.005,0.05,1,0.005,729,81.06,,,,,,,,,,,,
7232,20181219,101,서북권,111201,마포구,63,29,0.007,0.039,0.8,0.003,841,92.849,,,,,,,,,,,,
7233,20181219,101,서북권,111191,서대문구,52,33,0.01,0.036,0.7,0.009,1089,85.755,,,,,,,,,,,,
7234,20181219,101,서북권,111181,은평구,48,27,0.015,0.036,0.7,0.006,729,75.757,,,,,,,,,,,,
7235,20181219,100,도심권,111131,용산구,45,30,0.007,0.046,0.7,0.004,900,75.757,,,,,,,,,,,,
7236,20181219,100,도심권,111123,종로구,50,28,0.01,0.049,1,0.006,784,79.065,,,,,,,,,,,,
7237,20181219,100,도심권,111121,중구,50,30,0.011,0.046,0.7,0.005,900,80.762,,,,,,,,,,,,
7238,20181220,102,동북권,111311,노원구,68,47,0.006,0.056,1,0.007,2209,116.069,,,,,,,,,,,,
7239,20181220,104,동남권,111274,강동구,52,35,0.006,0.054,0.8,0.007,1225,87.867,,,,,,,,,,,,
7240,20181220,104,동남권,111273,송파구,64,37,0.005,0.061,1,0.005,1369,102.071,,,,,,,,,,,,
7241,20181220,104,동남권,111262,서초구,57,30,0.005,0.044,0.7,0.005,900,87.754,,,,,,,,,,,,
7242,20181220,104,동남권,111261,강남구,50,39,0.004,0.048,0.8,0.007,1521,89.859,,,,,,,,,,,,
7243,20181220,103,서남권,111301,양천구,64,38,0.003,0.069,1.1,0.003,1444,103.175,,,,,,,,,,,,
7244,20181220,103,서남권,111281,금천구,52,35,0.006,0.058,0.8,0.006,1225,87.87,,,,,,,,,,,,
7245,20181220,103,서남권,111251,관악구,65,42,0.006,0.067,1,0.005,1764,108.078,,,,,,,,,,,,
7246,20181220,103,서남권,111241,동작구,54,36,0.007,0.063,0.9,0.005,1296,90.975,,,,,,,,,,,,
7247,20181220,103,서남권,111231,영등포구,62,44,0.005,0.034,1,0.005,1936,107.044,,,,,,,,,,,,
7248,20181220,103,서남권,111221,구로구,59,31,0.005,0.052,0.6,0.007,961,90.664,,,,,,,,,,,,
7249,20181220,103,서남권,111212,강서구,75,39,0.004,0.064,1.2,0.01,1521,115.278,,,,,,,,,,,,
7250,20181220,102,동북권,111291,강북구,60,38,0.009,0.042,0.9,0.004,1444,98.955,,,,,,,,,,,,
7251,20181220,102,동북권,111171,도봉구,61,42,0.01,0.039,1,0.005,1764,104.054,,,,,,,,,,,,
7252,20181220,102,동북권,111161,성북구,59,31,0.005,0.057,1.1,0.005,961,91.167,,,,,,,,,,,,
7253,20181220,102,동북권,111152,동대문구,54,45,0.004,0.056,1.1,0.009,2025,100.169,,,,,,,,,,,,
7254,20181220,102,동북권,111151,중랑구,47,34,0.006,0.041,0.7,0.008,1156,81.755,,,,,,,,,,,,
7255,20181220,102,동북권,111142,성동구,54,27,0.004,0.049,0.6,0.007,729,81.66,,,,,,,,,,,,
7256,20181220,102,동북권,111141,광진구,52,26,0.003,0.049,1,0.005,676,79.057,,,,,,,,,,,,
7257,20181220,101,서북권,111201,마포구,68,34,0.003,0.048,1,0.003,1156,103.054,,,,,,,,,,,,
7258,20181220,101,서북권,111191,서대문구,55,38,0.004,0.047,0.6,0.005,1444,93.656,,,,,,,,,,,,
7259,20181220,101,서북권,111181,은평구,54,33,0.006,0.052,0.8,0.006,1089,87.864,,,,,,,,,,,,
7260,20181220,100,도심권,111131,용산구,45,35,0.004,0.054,0.8,0.004,1225,80.862,,,,,,,,,,,,
7261,20181220,100,도심권,111123,종로구,54,36,0.005,0.058,1.1,0.006,1296,91.169,,,,,,,,,,,,
7262,20181220,100,도심권,111121,중구,52,34,0.005,0.056,0.9,0.005,1156,86.966,,,,,,,,,,,,
7263,20181221,101,서북권,111181,은평구,67,40,0.007,0.055,0.9,0.006,1600,107.968,,,,,,,,,,,,
7264,20181221,104,동남권,111274,강동구,68,47,0.003,0.057,0.8,0.007,2209,115.867,,,,,,,,,,,,
7265,20181221,104,동남권,111273,송파구,79,47,0.003,0.062,1,0.005,2209,127.07,,,,,,,,,,,,
7266,20181221,104,동남권,111262,서초구,76,42,0.003,0.046,0.7,0.005,1764,118.754,,,,,,,,,,,,
7267,20181221,104,동남권,111261,강남구,70,55,0.003,0.053,0.9,0.007,3025,125.963,,,,,,,,,,,,
7268,20181221,103,서남권,111301,양천구,88,54,0.002,0.074,1.1,0.004,2916,143.18,,,,,,,,,,,,
7269,20181221,103,서남권,111281,금천구,72,51,0.002,0.071,1,0.007,2601,124.08,,,,,,,,,,,,
7270,20181221,103,서남권,111251,관악구,83,56,0.003,0.072,0.9,0.006,3136,139.981,,,,,,,,,,,,
7271,20181221,103,서남권,111241,동작구,76,52,0.003,0.07,1.1,0.005,2704,129.178,,,,,,,,,,,,
7272,20181221,103,서남권,111231,영등포구,84,58,0.006,0.036,1.1,0.005,3364,143.147,,,,,,,,,,,,
7273,20181221,103,서남권,111221,구로구,83,47,0.002,0.056,0.7,0.008,2209,130.766,,,,,,,,,,,,
7274,20181221,103,서남권,111212,강서구,100,52,0.002,0.074,1.3,0.009,2704,153.385,,,,,,,,,,,,
7275,20181221,100,도심권,111131,용산구,63,46,0.002,0.063,0.9,0.004,2116,109.969,,,,,,,,,,,,
7276,20181221,100,도심권,111121,중구,67,42,0.003,0.066,1,0.006,1764,110.075,,,,,,,,,,,,
7277,20181221,100,도심권,111123,종로구,66,42,0.003,0.065,1.2,0.006,1764,109.274,,,,,,,,,,,,
7278,20181221,102,동북권,111311,노원구,75,49,0.003,0.062,1.1,0.008,2401,125.173,,,,,,,,,,,,
7279,20181221,102,동북권,111291,강북구,66,41,0.005,0.052,1,0.005,1681,108.062,,,,,,,,,,,,
7280,20181221,102,동북권,111171,도봉구,64,44,0.005,0.047,1.2,0.006,1936,109.258,,,,,,,,,,,,
7281,20181221,102,동북권,111161,성북구,65,31,0.003,0.063,1.2,0.006,961,97.272,,,,,,,,,,,,
7282,20181221,102,동북권,111152,동대문구,68,55,0.003,0.059,1.1,0.009,3025,124.171,,,,,,,,,,,,
7283,20181221,102,동북권,111151,중랑구,59,42,0.004,0.045,0.8,0.008,1764,101.857,,,,,,,,,,,,
7284,20181221,102,동북권,111142,성동구,70,36,0.003,0.054,0.7,0.007,1296,106.764,,,,,,,,,,,,
7285,20181221,102,동북권,111141,광진구,66,36,0.002,0.052,1.1,0.006,1296,103.16,,,,,,,,,,,,
7286,20181221,101,서북권,111201,마포구,88,42,0.003,0.048,1,0.004,1764,131.055,,,,,,,,,,,,
